"time, s","CPT, N","FB, m","ICP1, g","LC, N","LP1, m","PPT5858, kPa","PPT5859, kPa","rpm, rpm"
66.7559967041,-8.56187616879,0.00172943026506,0.00237867417736,-5.667895838,0.000316802954897,2.2636721404,6.16199510184,999.0
67.7570037842,-8.57026061617,0.00172944750786,0.00237803780065,-5.72034309691,0.000317737764308,2.41834367192,6.32410180795,999.0
68.7559967041,-8.5783327844,0.00172946154846,0.00237758064578,-5.77352677158,0.000318701743759,2.57554311102,6.48916254602,999.0
69.7620010376,-8.58607122482,0.00172947418824,0.00237770171347,-5.82743209602,0.000319694593049,2.73525131251,6.65715743999,999.0
70.7570037842,-8.59342274401,0.00172948117803,0.00237789856245,-5.88206767054,0.000320714731546,2.89744478207,6.82807452487,999.0
71.7559967041,-8.60039087555,0.00172948435234,0.00237983407599,-5.93746741196,0.0003217624324,3.06210783261,7.00189497646,999.0
72.7570037842,-8.60694208391,0.00172949033918,0.00238257743796,-5.9936309972,0.000322836799616,3.2292214471,7.17861001152,999.0
73.7580032349,-8.61305174991,0.00172949469724,0.00238458797844,-6.05055273304,0.000323936466694,3.39877568585,7.35820448649,999.0
74.7580032349,-8.61872184706,0.00172949575045,0.00238807519984,-6.10824535146,0.000325060639134,3.57075534081,7.54066934862,999.0
75.7559967041,-8.62391602452,0.00172949809542,0.00239172344278,-6.16671809827,0.00032620769826,3.74515435845,7.72599301462,999.0
76.7580032349,-8.62864705551,0.00172950304262,0.00239599005089,-6.22600287017,0.000327377644265,3.92196594981,7.9141651284,999.0
77.7610015869,-8.63288004887,0.00172950742801,0.00239986952167,-6.28609549154,0.000328569455321,4.10118380198,8.10518355458,999.0
